study,instrument,question,item,dataset,variable,concept
soep-core,soep-core-2011-pe,148,punt42,P11_A-H_g,punt42,punt42
soep-core,soep-core-2011-pe,148,punt43,P11_A-H_g,punt43,punt43
soep-core,soep-core-2011-pe,148,punt44,P11_A-H_g,punt44,punt44
soep-core,soep-core-2011-pe,148,punt51,P11_A-H_g,punt51,punt51
soep-core,soep-core-2011-pe,148,punt52,P11_A-H_g,punt52,punt52
soep-core,soep-core-2011-pe,148,punt53,P11_A-H_g,punt53,punt53
soep-core,soep-core-2011-pe,148,punt54,P11_A-H_g,punt54,punt54
soep-core,soep-core-2011-pe,148,puntno,P11_A-H_g,puntno,puntno
soep-core,soep-core-2011-pe,149,punt101,P11_A-H_g,punt101,punt101
soep-core,soep-core-2011-pe,149,punt102,P11_A-H_g,punt102,punt102
soep-core,soep-core-2011-pe,149,punt103,P11_A-H_g,punt103,punt103
soep-core,soep-core-2011-pe,149,punt104,P11_A-H_g,punt104,punt104
soep-core,soep-core-2011-pe,149,punt61,P11_A-H_g,punt61,punt61
soep-core,soep-core-2011-pe,149,punt62,P11_A-H_g,punt62,punt62
soep-core,soep-core-2011-pe,149,punt63,P11_A-H_g,punt63,punt63
soep-core,soep-core-2011-pe,149,punt64,P11_A-H_g,punt64,punt64
soep-core,soep-core-2011-pe,149,punt71,P11_A-H_g,punt71,punt71
soep-core,soep-core-2011-pe,149,punt72,P11_A-H_g,punt72,punt72
soep-core,soep-core-2011-pe,149,punt73,P11_A-H_g,punt73,punt73
soep-core,soep-core-2011-pe,149,punt74,P11_A-H_g,punt74,punt74
soep-core,soep-core-2011-pe,149,punt81,P11_A-H_g,punt81,punt81
soep-core,soep-core-2011-pe,149,punt82,P11_A-H_g,punt82,punt82
soep-core,soep-core-2011-pe,149,punt83,P11_A-H_g,punt83,punt83
soep-core,soep-core-2011-pe,149,punt84,P11_A-H_g,punt84,punt84
soep-core,soep-core-2011-pe,149,punt91,P11_A-H_g,punt91,punt91
soep-core,soep-core-2011-pe,149,punt92,P11_A-H_g,punt92,punt92
soep-core,soep-core-2011-pe,149,punt93,P11_A-H_g,punt93,punt93
soep-core,soep-core-2011-pe,149,punt94,P11_A-H_g,punt94,punt94
soep-core,soep-core-2011-pe,149,puntno2,P11_A-H_g,puntno2,puntno2
soep-core,soep-core-2011-pe,15,pnerw14,P11_A-H_g,pnerw14,pnerw14
soep-core,soep-core-2011-pe,150,pgef1,P11_A-H_g,pgef1,pgef1
soep-core,soep-core-2011-pe,150,pgef2,P11_A-H_g,pgef2,pgef2
soep-core,soep-core-2011-pe,150,pgef3,P11_A-H_g,pgef3,pgef3
soep-core,soep-core-2011-pe,150,pgef4,P11_A-H_g,pgef4,pgef4
soep-core,soep-core-2011-pe,151,pfs011,P11_A-H_g,pfs011,pfs011
soep-core,soep-core-2011-pe,151,pfs012,P11_A-H_g,pfs012,pfs012
soep-core,soep-core-2011-pe,151,pfs013,P11_A-H_g,pfs013,pfs013
soep-core,soep-core-2011-pe,151,pfs021,P11_A-H_g,pfs021,pfs021
soep-core,soep-core-2011-pe,151,pfs022,P11_A-H_g,pfs022,pfs022
soep-core,soep-core-2011-pe,151,pfs023,P11_A-H_g,pfs023,pfs023
soep-core,soep-core-2011-pe,151,pfs031,P11_A-H_g,pfs031,pfs031
soep-core,soep-core-2011-pe,151,pfs032,P11_A-H_g,pfs032,pfs032
soep-core,soep-core-2011-pe,151,pfs033,P11_A-H_g,pfs033,pfs033
soep-core,soep-core-2011-pe,151,pfs041,P11_A-H_g,pfs041,pfs041
soep-core,soep-core-2011-pe,151,pfs042,P11_A-H_g,pfs042,pfs042
soep-core,soep-core-2011-pe,151,pfs043,P11_A-H_g,pfs043,pfs043
soep-core,soep-core-2011-pe,151,pfs051,P11_A-H_g,pfs051,pfs051
soep-core,soep-core-2011-pe,151,pfs052,P11_A-H_g,pfs052,pfs052
soep-core,soep-core-2011-pe,151,pfs053,P11_A-H_g,pfs053,pfs053
soep-core,soep-core-2011-pe,151,pfs061,P11_A-H_g,pfs061,pfs061
soep-core,soep-core-2011-pe,151,pfs062,P11_A-H_g,pfs062,pfs062
soep-core,soep-core-2011-pe,151,pfs063,P11_A-H_g,pfs063,pfs063
soep-core,soep-core-2011-pe,151,pfs071,P11_A-H_g,pfs071,pfs071
soep-core,soep-core-2011-pe,151,pfs072,P11_A-H_g,pfs072,pfs072
soep-core,soep-core-2011-pe,151,pfs073,P11_A-H_g,pfs073,pfs073
soep-core,soep-core-2011-pe,151,pfs081,P11_A-H_g,pfs081,pfs081
soep-core,soep-core-2011-pe,151,pfs082,P11_A-H_g,pfs082,pfs082
soep-core,soep-core-2011-pe,151,pfs083,P11_A-H_g,pfs083,pfs083
soep-core,soep-core-2011-pe,151,pfs091,P11_A-H_g,pfs091,pfs091
soep-core,soep-core-2011-pe,151,pfs092,P11_A-H_g,pfs092,pfs092
soep-core,soep-core-2011-pe,151,pfs093,P11_A-H_g,pfs093,pfs093
soep-core,soep-core-2011-pe,151,pfs101,P11_A-H_g,pfs101,pfs101
soep-core,soep-core-2011-pe,151,pfs102,P11_A-H_g,pfs102,pfs102
soep-core,soep-core-2011-pe,151,pfs103,P11_A-H_g,pfs103,pfs103
soep-core,soep-core-2011-pe,151,pfs111,P11_A-H_g,pfs111,pfs111
soep-core,soep-core-2011-pe,151,pfs112,P11_A-H_g,pfs112,pfs112
soep-core,soep-core-2011-pe,151,pfs113,P11_A-H_g,pfs113,pfs113
soep-core,soep-core-2011-pe,151,pfs121,P11_A-H_g,pfs121,pfs121
soep-core,soep-core-2011-pe,151,pfs122,P11_A-H_g,pfs122,pfs122
soep-core,soep-core-2011-pe,151,pfs123,P11_A-H_g,pfs123,pfs123
soep-core,soep-core-2011-pe,151,pfs131,P11_A-H_g,pfs131,pfs131
soep-core,soep-core-2011-pe,151,pfs132,P11_A-H_g,pfs132,pfs132
soep-core,soep-core-2011-pe,151,pfs133,P11_A-H_g,pfs133,pfs133
soep-core,soep-core-2011-pe,151,pfs141,P11_A-H_g,pfs141,pfs141
soep-core,soep-core-2011-pe,151,pfs142,P11_A-H_g,pfs142,pfs142
soep-core,soep-core-2011-pe,151,pfs143,P11_A-H_g,pfs143,pfs143
soep-core,soep-core-2011-pe,151,pfsno,P11_A-H_g,pfsno,pfsno
soep-core,soep-core-2011-pe,151,pfsso,P11_A-H_g,pfsso,pfsso
soep-core,soep-core-2011-pe,152,pzule1,P11_A-H_g,pzule1,pzule1
soep-core,soep-core-2011-pe,152,pzule2,P11_A-H_g,pzule2,pzule2
soep-core,soep-core-2011-pe,18,pverm2,P11_A-H_g,pverm2,pverm2
soep-core,soep-core-2011-pe,2,psa1,P11_A-H_g,psa1,psa1
soep-core,soep-core-2011-pe,2,psa2,P11_A-H_g,psa2,psa2
soep-core,soep-core-2011-pe,2,psa3,P11_A-H_g,psa3,psa3
soep-core,soep-core-2011-pe,2,psa4,P11_A-H_g,psa4,psa4
soep-core,soep-core-2011-pe,2,psa5,P11_A-H_g,psa5,psa5
soep-core,soep-core-2011-pe,2,psa6,P11_A-H_g,psa6,psa6
soep-core,soep-core-2011-pe,2,psa7,P11_A-H_g,psa7,psa7
soep-core,soep-core-2011-pe,2,psa8,P11_A-H_g,psa8,psa8
soep-core,soep-core-2011-pe,2,pso1,P11_A-H_g,pso1,pso1
soep-core,soep-core-2011-pe,2,pso2,P11_A-H_g,pso2,pso2
soep-core,soep-core-2011-pe,2,pso3,P11_A-H_g,pso3,pso3
soep-core,soep-core-2011-pe,2,pso4,P11_A-H_g,pso4,pso4
soep-core,soep-core-2011-pe,2,pso5,P11_A-H_g,pso5,pso5
soep-core,soep-core-2011-pe,2,pso6,P11_A-H_g,pso6,pso6
soep-core,soep-core-2011-pe,2,pso7,P11_A-H_g,pso7,pso7
soep-core,soep-core-2011-pe,2,pso8,P11_A-H_g,pso8,pso8
soep-core,soep-core-2011-pe,2,pwerk1,P11_A-H_g,pwerk1,pwerk1
soep-core,soep-core-2011-pe,2,pwerk2,P11_A-H_g,pwerk2,pwerk2
soep-core,soep-core-2011-pe,2,pwerk3,P11_A-H_g,pwerk3,pwerk3
soep-core,soep-core-2011-pe,2,pwerk4,P11_A-H_g,pwerk4,pwerk4
soep-core,soep-core-2011-pe,2,pwerk5,P11_A-H_g,pwerk5,pwerk5
soep-core,soep-core-2011-pe,2,pwerk6,P11_A-H_g,pwerk6,pwerk6
soep-core,soep-core-2011-pe,2,pwerk7,P11_A-H_g,pwerk7,pwerk7
soep-core,soep-core-2011-pe,2,pwerk8,P11_A-H_g,pwerk8,pwerk8
soep-core,soep-core-2011-pe,21,pnerw11,P11_A-H_g,pnerw11,pnerw11
soep-core,soep-core-2011-pe,21,pnerw12,P11_A-H_g,pnerw12,pnerw12
soep-core,soep-core-2011-pe,21,pnerw13,P11_A-H_g,pnerw13,pnerw13
soep-core,soep-core-2011-pe,23,pwexl2,P11_A-H_g,pwexl2,pwexl2
soep-core,soep-core-2011-pe,23,pwexl3,P11_A-H_g,pwexl3,pwexl3
soep-core,soep-core-2011-pe,24,,P11_A-H_g,pwexl4,pwexl4
soep-core,soep-core-2011-pe,24,pwexelt,P11_A-H_g,pwexelt,pwexelt
soep-core,soep-core-2011-pe,24,pwexl5,P11_A-H_g,pwexl5,pwexl5
soep-core,soep-core-2011-pe,25,,P11_A-H_g,psuch1,psuch1
soep-core,soep-core-2011-pe,26,,P11_A-H_g,psuch2,psuch2
soep-core,soep-core-2011-pe,27,,P11_A-H_g,pverm3,pverm3
soep-core,soep-core-2011-pe,27,pverm4,P11_A-H_g,pverm4,pverm4
soep-core,soep-core-2011-pe,28,,P11_A-H_g,pber,pber
soep-core,soep-core-2011-pe,29,,P11_A-H_g,pberja,pberja
soep-core,soep-core-2011-pe,3,pfz1,P11_A-H_g,pfz1,pfz1
soep-core,soep-core-2011-pe,3,pfz2,P11_A-H_g,pfz2,pfz2
soep-core,soep-core-2011-pe,3,pfz3,P11_A-H_g,pfz3,pfz3
soep-core,soep-core-2011-pe,3,pfz4,P11_A-H_g,pfz4,pfz4
soep-core,soep-core-2011-pe,3,pfz5,P11_A-H_g,pfz5,pfz5
soep-core,soep-core-2011-pe,3,pfz6,P11_A-H_g,pfz6,pfz6
soep-core,soep-core-2011-pe,3,pfz7,P11_A-H_g,pfz7,pfz7
soep-core,soep-core-2011-pe,3,pfz8,P11_A-H_g,pfz8,pfz8
soep-core,soep-core-2011-pe,3,pfz9,P11_A-H_g,pfz9,pfz9
soep-core,soep-core-2011-pe,30,,P11_A-H_g,pberaus,pberaus
soep-core,soep-core-2011-pe,31,peinar1,P11_A-H_g,peinar1,peinar1
soep-core,soep-core-2011-pe,31,peinar2,P11_A-H_g,peinar2,peinar2
soep-core,soep-core-2011-pe,31,peinar3,P11_A-H_g,peinar3,peinar3
soep-core,soep-core-2011-pe,32,,P11_A-H_g,poed,poed
soep-core,soep-core-2011-pe,33,,P11_A-H_g,pbra,pbra
soep-core,soep-core-2011-pe,34,,P11_A-H_g,pgesunt,pgesunt
soep-core,soep-core-2011-pe,35,,P11_A-H_g,pbr1,pbr1
soep-core,soep-core-2011-pe,36,,P11_A-H_g,pleist1,pleist1
soep-core,soep-core-2011-pe,37,pleist2,P11_A-H_g,pleist2,pleist2
soep-core,soep-core-2011-pe,37,pleist3,P11_A-H_g,pleist3,pleist3
soep-core,soep-core-2011-pe,37,pleist4,P11_A-H_g,pleist4,pleist4
soep-core,soep-core-2011-pe,37,pleist5,P11_A-H_g,pleist5,pleist5
soep-core,soep-core-2011-pe,38,pseitj,P11_A-H_g,pseitj,pseitj
soep-core,soep-core-2011-pe,38,pseitm,P11_A-H_g,pseitm,pseitm
soep-core,soep-core-2011-pe,39,,P11_A-H_g,pzaf,pzaf
soep-core,soep-core-2011-pe,4,,P11_A-H_g,p7tag,p7tag
soep-core,soep-core-2011-pe,40,,P11_A-H_g,pbefr1,pbefr1
soep-core,soep-core-2011-pe,41,,P11_A-H_g,pbefr2,pbefr2
soep-core,soep-core-2011-pe,42,pamt,P11_A-H_g,pamt,pamt
soep-core,soep-core-2011-pe,42,pang,P11_A-H_g,pang,pang
soep-core,soep-core-2011-pe,42,parb,P11_A-H_g,parb,parb
soep-core,soep-core-2011-pe,42,pazubi,P11_A-H_g,pazubi,pazubi
soep-core,soep-core-2011-pe,42,psst1,P11_A-H_g,psst1,psst1
soep-core,soep-core-2011-pe,42,psst2,P11_A-H_g,psst2,psst2
soep-core,soep-core-2011-pe,42,psst3,P11_A-H_g,psst3,psst3
soep-core,soep-core-2011-pe,42,psst4,P11_A-H_g,psst4,psst4
soep-core,soep-core-2011-pe,43,,P11_A-H_g,pvor1,pvor1
soep-core,soep-core-2011-pe,44,pvor2,P11_A-H_g,pvor2,pvor2
soep-core,soep-core-2011-pe,45,,P11_A-H_g,pvor3,pvor3
soep-core,soep-core-2011-pe,46,,P11_A-H_g,pverl,pverl
soep-core,soep-core-2011-pe,47,,P11_A-H_g,precht01,precht01
soep-core,soep-core-2011-pe,48,precht04,P11_A-H_g,precht04,precht04
soep-core,soep-core-2011-pe,48,precht05,P11_A-H_g,precht05,precht05
soep-core,soep-core-2011-pe,49,precht02,P11_A-H_g,precht02,precht02
soep-core,soep-core-2011-pe,49,precht03,P11_A-H_g,precht03,precht03
soep-core,soep-core-2011-pe,5,,P11_A-H_g,perz,perz
soep-core,soep-core-2011-pe,50,,P11_A-H_g,pwohn2,pwohn2
soep-core,soep-core-2011-pe,51,,P11_A-H_g,pwohn1,pwohn1
soep-core,soep-core-2011-pe,52,,P11_A-H_g,pwohn3,pwohn3
soep-core,soep-core-2011-pe,53,pwohn4,P11_A-H_g,pwohn4,pwohn4
soep-core,soep-core-2011-pe,53,pwohn5,P11_A-H_g,pwohn5,pwohn5
soep-core,soep-core-2011-pe,54,paz01,P11_A-H_g,paz01,paz01
soep-core,soep-core-2011-pe,54,paz02,P11_A-H_g,paz02,paz02
soep-core,soep-core-2011-pe,55,paz03,P11_A-H_g,paz03,paz03
soep-core,soep-core-2011-pe,55,paz04,P11_A-H_g,paz04,paz04
soep-core,soep-core-2011-pe,56,preg,P11_A-H_g,preg,preg
soep-core,soep-core-2011-pe,57,pruf1,P11_A-H_g,pruf1,pruf1
soep-core,soep-core-2011-pe,57,pruf2,P11_A-H_g,pruf2,pruf2
soep-core,soep-core-2011-pe,57,pruf3,P11_A-H_g,pruf3,pruf3
soep-core,soep-core-2011-pe,57,pruf4,P11_A-H_g,pruf4,pruf4
soep-core,soep-core-2011-pe,58,parb01,P11_A-H_g,parb01,parb01
soep-core,soep-core-2011-pe,58,parb02,P11_A-H_g,parb02,parb02
soep-core,soep-core-2011-pe,58,parb03,P11_A-H_g,parb03,parb03
soep-core,soep-core-2011-pe,58,parb04,P11_A-H_g,parb04,parb04
soep-core,soep-core-2011-pe,58,parb05,P11_A-H_g,parb05,parb05
soep-core,soep-core-2011-pe,58,parb06,P11_A-H_g,parb06,parb06
soep-core,soep-core-2011-pe,59,parb07,P11_A-H_g,parb07,parb07
soep-core,soep-core-2011-pe,59,parb07a,P11_A-H_g,parb07a,parb07a
soep-core,soep-core-2011-pe,59,parb08,P11_A-H_g,parb08,parb08
soep-core,soep-core-2011-pe,59,parb08a,P11_A-H_g,parb08a,parb08a
soep-core,soep-core-2011-pe,59,parb09,P11_A-H_g,parb09,parb09
soep-core,soep-core-2011-pe,59,parb09a,P11_A-H_g,parb09a,parb09a
soep-core,soep-core-2011-pe,59,parb10,P11_A-H_g,parb10,parb10
soep-core,soep-core-2011-pe,59,parb10a,P11_A-H_g,parb10a,parb10a
soep-core,soep-core-2011-pe,59,parb11,P11_A-H_g,parb11,parb11
soep-core,soep-core-2011-pe,59,parb11a,P11_A-H_g,parb11a,parb11a
soep-core,soep-core-2011-pe,59,parb12,P11_A-H_g,parb12,parb12
soep-core,soep-core-2011-pe,59,parb12a,P11_A-H_g,parb12a,parb12a
soep-core,soep-core-2011-pe,5a,,P11_A-H_g,ppfleg,ppfleg
soep-core,soep-core-2011-pe,6,,P11_A-H_g,palo,palo
soep-core,soep-core-2011-pe,60,parb13,P11_A-H_g,parb13,parb13
soep-core,soep-core-2011-pe,60,parb13a,P11_A-H_g,parb13a,parb13a
soep-core,soep-core-2011-pe,60,parb14,P11_A-H_g,parb14,parb14
soep-core,soep-core-2011-pe,60,parb14a,P11_A-H_g,parb14a,parb14a
soep-core,soep-core-2011-pe,60,parb15,P11_A-H_g,parb15,parb15
soep-core,soep-core-2011-pe,60,parb15a,P11_A-H_g,parb15a,parb15a
soep-core,soep-core-2011-pe,60,parb16,P11_A-H_g,parb16,parb16
soep-core,soep-core-2011-pe,60,parb16a,P11_A-H_g,parb16a,parb16a
soep-core,soep-core-2011-pe,61,paz15,P11_A-H_g,paz15,paz15
soep-core,soep-core-2011-pe,61,paz16,P11_A-H_g,paz16,paz16
soep-core,soep-core-2011-pe,62,paz17,P11_A-H_g,paz17,paz17
soep-core,soep-core-2011-pe,62,paz18,P11_A-H_g,paz18,paz18
soep-core,soep-core-2011-pe,63,paz08,P11_A-H_g,paz08,paz08
soep-core,soep-core-2011-pe,63,paz09,P11_A-H_g,paz09,paz09
soep-core,soep-core-2011-pe,64,paz10,P11_A-H_g,paz10,paz10
soep-core,soep-core-2011-pe,65,,P11_A-H_g,paz11,paz11
soep-core,soep-core-2011-pe,66,,P11_A-H_g,paz12,paz12
soep-core,soep-core-2011-pe,67,,P11_A-H_g,palt1,palt1
soep-core,soep-core-2011-pe,67,palt2,P11_A-H_g,palt2,palt2
soep-core,soep-core-2011-pe,68,paz14,P11_A-H_g,paz14,paz14
soep-core,soep-core-2011-pe,69,,P11_A-H_g,pustd1,pustd1
soep-core,soep-core-2011-pe,7,,P11_A-H_g,paus1,paus1
soep-core,soep-core-2011-pe,70,,P11_A-H_g,pustd2,pustd2
soep-core,soep-core-2011-pe,70,pustd3,P11_A-H_g,pustd3,pustd3
soep-core,soep-core-2011-pe,71,,P11_A-H_g,pustd4,pustd4
soep-core,soep-core-2011-pe,72,,P11_A-H_g,pustd5,pustd5
soep-core,soep-core-2011-pe,72,pustd6,P11_A-H_g,pustd6,pustd6
soep-core,soep-core-2011-pe,72,pustd7,P11_A-H_g,pustd7,pustd7
soep-core,soep-core-2011-pe,73,pbrut,P11_A-H_g,pbrut,pbrut
soep-core,soep-core-2011-pe,73,pnett,P11_A-H_g,pnett,pnett
soep-core,soep-core-2011-pe,74,pjob01,P11_A-H_g,pjob01,pjob01
soep-core,soep-core-2011-pe,74,pjob02,P11_A-H_g,pjob02,pjob02
soep-core,soep-core-2011-pe,74,pjob03,P11_A-H_g,pjob03,pjob03
soep-core,soep-core-2011-pe,74,pjobno,P11_A-H_g,pjobno,pjobno
soep-core,soep-core-2011-pe,75,,P11_A-H_g,pjobx,pjobx
soep-core,soep-core-2011-pe,76,pjob12,P11_A-H_g,pjob12,pjob12
soep-core,soep-core-2011-pe,77,pjob13,P11_A-H_g,pjob13,pjob13
soep-core,soep-core-2011-pe,78,pjob14,P11_A-H_g,pjob14,pjob14
soep-core,soep-core-2011-pe,79,pjob15,P11_A-H_g,pjob15,pjob15
soep-core,soep-core-2011-pe,8,paus2,P11_A-H_g,paus2,paus2
soep-core,soep-core-2011-pe,8,paus3,P11_A-H_g,paus3,paus3
soep-core,soep-core-2011-pe,8,paus3a,P11_A-H_g,paus3a,paus3a
soep-core,soep-core-2011-pe,8,paus3so,P11_A-H_g,paus3so,paus3so
soep-core,soep-core-2011-pe,8,paus4,P11_A-H_g,paus4,paus4
soep-core,soep-core-2011-pe,8,paus4so,P11_A-H_g,paus4so,paus4so
soep-core,soep-core-2011-pe,8,paus5,P11_A-H_g,paus5,paus5
soep-core,soep-core-2011-pe,8,paus5so,P11_A-H_g,paus5so,paus5so
soep-core,soep-core-2011-pe,80,pek01,P11_A-H_g,pek01,pek01
soep-core,soep-core-2011-pe,80,pek011,P11_A-H_g,pek011,pek011
soep-core,soep-core-2011-pe,80,pek02,P11_A-H_g,pek02,pek02
soep-core,soep-core-2011-pe,80,pek021,P11_A-H_g,pek021,pek021
soep-core,soep-core-2011-pe,80,pek03,P11_A-H_g,pek03,pek03
soep-core,soep-core-2011-pe,80,pek031,P11_A-H_g,pek031,pek031
soep-core,soep-core-2011-pe,80,pek04,P11_A-H_g,pek04,pek04
soep-core,soep-core-2011-pe,80,pek05,P11_A-H_g,pek05,pek05
soep-core,soep-core-2011-pe,80,pek051,P11_A-H_g,pek051,pek051
soep-core,soep-core-2011-pe,80,pek07,P11_A-H_g,pek07,pek07
soep-core,soep-core-2011-pe,80,pek071,P11_A-H_g,pek071,pek071
soep-core,soep-core-2011-pe,80,pek08,P11_A-H_g,pek08,pek08
soep-core,soep-core-2011-pe,80,pek081,P11_A-H_g,pek081,pek081
soep-core,soep-core-2011-pe,80,pek09,P11_A-H_g,pek09,pek09
soep-core,soep-core-2011-pe,80,pek091,P11_A-H_g,pek091,pek091
soep-core,soep-core-2011-pe,80,pek11,P11_A-H_g,pek11,pek11
soep-core,soep-core-2011-pe,80,pek111,P11_A-H_g,pek111,pek111
soep-core,soep-core-2011-pe,80,pek18,P11_A-H_g,pek18,pek18
soep-core,soep-core-2011-pe,80,pek181,P11_A-H_g,pek181,pek181
soep-core,soep-core-2011-pe,80,pek20,P11_A-H_g,pek20,pek20
soep-core,soep-core-2011-pe,80,pek201,P11_A-H_g,pek201,pek201
soep-core,soep-core-2011-pe,80,pek21,P11_A-H_g,pek21,pek21
soep-core,soep-core-2011-pe,80,pek211,P11_A-H_g,pek211,pek211
soep-core,soep-core-2011-pe,80,pek22,P11_A-H_g,pek22,pek22
soep-core,soep-core-2011-pe,80,pek221,P11_A-H_g,pek221,pek221
soep-core,soep-core-2011-pe,80,pekno,P11_A-H_g,pekno,pekno
soep-core,soep-core-2011-pe,81,,P11_A-H_g,pab1,pab1
soep-core,soep-core-2011-pe,81,pab2,P11_A-H_g,pab2,pab2
soep-core,soep-core-2011-pe,81,pab3,P11_A-H_g,pab3,pab3
soep-core,soep-core-2011-pe,82,,P11_A-H_g,pab4,pab4
soep-core,soep-core-2011-pe,83,,P11_A-H_g,pab4a,pab4a
soep-core,soep-core-2011-pe,84,pab5,P11_A-H_g,pab5,pab5
soep-core,soep-core-2011-pe,84,pab5so,P11_A-H_g,pab5so,pab5so
soep-core,soep-core-2011-pe,84,pab6,P11_A-H_g,pab6,pab6
soep-core,soep-core-2011-pe,84,pab6x1,P11_A-H_g,pab6x1,pab6x1
soep-core,soep-core-2011-pe,84,pab6x2,P11_A-H_g,pab6x2,pab6x2
soep-core,soep-core-2011-pe,84,pab7,P11_A-H_g,pab7,pab7
soep-core,soep-core-2011-pe,84,pab7x,P11_A-H_g,pab7x,pab7x
soep-core,soep-core-2011-pe,85,,P11_A-H_g,pend1,pend1
soep-core,soep-core-2011-pe,86,pend2,P11_A-H_g,pend2,pend2
soep-core,soep-core-2011-pe,86,pend3,P11_A-H_g,pend3,pend3
soep-core,soep-core-2011-pe,87,pend4,P11_A-H_g,pend4,pend4
soep-core,soep-core-2011-pe,87,pend5,P11_A-H_g,pend5,pend5
soep-core,soep-core-2011-pe,88,,P11_A-H_g,pend6,pend6
soep-core,soep-core-2011-pe,89,,P11_A-H_g,pend7,pend7
soep-core,soep-core-2011-pe,89,pend8,P11_A-H_g,pend8,pend8
soep-core,soep-core-2011-pe,9,,P11_A-H_g,perw,perw
soep-core,soep-core-2011-pe,90,,P11_A-H_g,pend9,pend9
soep-core,soep-core-2011-pe,91,pkal01,P11_A-H_g,pkal01,pkal01
soep-core,soep-core-2011-pe,91,pkal02,P11_A-H_g,pkal02,pkal02
soep-core,soep-core-2011-pe,91,pkal03,P11_A-H_g,pkal03,pkal03
soep-core,soep-core-2011-pe,91,pkal04,P11_A-H_g,pkal04,pkal04
soep-core,soep-core-2011-pe,91,pkal05,P11_A-H_g,pkal05,pkal05
soep-core,soep-core-2011-pe,91,pkal06,P11_A-H_g,pkal06,pkal06
soep-core,soep-core-2011-pe,91,pkal07,P11_A-H_g,pkal07,pkal07
soep-core,soep-core-2011-pe,91,pkal08,P11_A-H_g,pkal08,pkal08
soep-core,soep-core-2011-pe,91,pkal09,P11_A-H_g,pkal09,pkal09
soep-core,soep-core-2011-pe,91,pkal09a,P11_A-H_g,pkal09a,pkal09a
soep-core,soep-core-2011-pe,91,pkal10,P11_A-H_g,pkal10,pkal10
soep-core,soep-core-2011-pe,91,pkal11,P11_A-H_g,pkal11,pkal11
soep-core,soep-core-2011-pe,91,pkal12,P11_A-H_g,pkal12,pkal12
soep-core,soep-core-2011-pe,91,pkal13,P11_A-H_g,pkal13,pkal13
soep-core,soep-core-2011-pe,91,pkalso,P11_A-H_g,pkalso,pkalso
soep-core,soep-core-2011-pe,92,,P11_A-H_g,pvek023,pvek023
soep-core,soep-core-2011-pe,92,,P11_A-H_g,pvek013,pvek013
soep-core,soep-core-2011-pe,92,pvek01,P11_A-H_g,pvek01,pvek01
soep-core,soep-core-2011-pe,92,pvek011,P11_A-H_g,pvek011,pvek011
soep-core,soep-core-2011-pe,92,pvek012,P11_A-H_g,pvek012,pvek012
soep-core,soep-core-2011-pe,92,pvek02,P11_A-H_g,pvek02,pvek02
soep-core,soep-core-2011-pe,92,pvek021,P11_A-H_g,pvek021,pvek021
soep-core,soep-core-2011-pe,92,pvek022,P11_A-H_g,pvek022,pvek022
soep-core,soep-core-2011-pe,92,pvek03,P11_A-H_g,pvek03,pvek03
soep-core,soep-core-2011-pe,92,pvek031,P11_A-H_g,pvek031,pvek031
soep-core,soep-core-2011-pe,92,pvek032,P11_A-H_g,pvek032,pvek032
soep-core,soep-core-2011-pe,92,pvek04,P11_A-H_g,pvek04,pvek04
soep-core,soep-core-2011-pe,92,pvek041,P11_A-H_g,pvek041,pvek041
soep-core,soep-core-2011-pe,92,pvek05,P11_A-H_g,pvek05,pvek05
soep-core,soep-core-2011-pe,92,pvek051,P11_A-H_g,pvek051,pvek051
soep-core,soep-core-2011-pe,92,pvek06,P11_A-H_g,pvek06,pvek06
soep-core,soep-core-2011-pe,92,pvek061,P11_A-H_g,pvek061,pvek061
soep-core,soep-core-2011-pe,92,pvek062,P11_A-H_g,pvek062,pvek062
soep-core,soep-core-2011-pe,92,pvek07,P11_A-H_g,pvek07,pvek07
soep-core,soep-core-2011-pe,92,pvek071,P11_A-H_g,pvek071,pvek071
soep-core,soep-core-2011-pe,92,pvek08,P11_A-H_g,pvek08,pvek08
soep-core,soep-core-2011-pe,92,pvek081,P11_A-H_g,pvek081,pvek081
soep-core,soep-core-2011-pe,92,pvek082,P11_A-H_g,pvek082,pvek082
soep-core,soep-core-2011-pe,92,pvek09,P11_A-H_g,pvek09,pvek09
soep-core,soep-core-2011-pe,92,pvek091,P11_A-H_g,pvek091,pvek091
soep-core,soep-core-2011-pe,92,pvek092,P11_A-H_g,pvek092,pvek092
soep-core,soep-core-2011-pe,92,pvek10,P11_A-H_g,pvek10,pvek10
soep-core,soep-core-2011-pe,92,pvek101,P11_A-H_g,pvek101,pvek101
soep-core,soep-core-2011-pe,92,pvek102,P11_A-H_g,pvek102,pvek102
soep-core,soep-core-2011-pe,92,pvek11,P11_A-H_g,pvek11,pvek11
soep-core,soep-core-2011-pe,92,pvek111,P11_A-H_g,pvek111,pvek111
soep-core,soep-core-2011-pe,92,pvek112,P11_A-H_g,pvek112,pvek112
soep-core,soep-core-2011-pe,92,pvek13,P11_A-H_g,pvek13,pvek13
soep-core,soep-core-2011-pe,92,pvek131,P11_A-H_g,pvek131,pvek131
soep-core,soep-core-2011-pe,92,pvek132,P11_A-H_g,pvek132,pvek132
soep-core,soep-core-2011-pe,92,pvek18,P11_A-H_g,pvek18,pvek18
